section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-05,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-06,ICU Hospital Beds in Use,1329
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-06,Total ICU Hospital Beds,1941
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-06,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-06,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-06,Acute Care Hospital Beds in Use,5902
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-06,Total Acute Care Hospital Beds,8138
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-06,Percent of Acute Care Hospital Beds in Use,0.73
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-06,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-07,ICU Hospital Beds in Use,1319
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-07,Total ICU Hospital Beds,1941
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-07,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-07,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-07,Acute Care Hospital Beds in Use,5884
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-07,Total Acute Care Hospital Beds,8138
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-07,Percent of Acute Care Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-07,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-08,ICU Hospital Beds in Use,1310
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-08,Total ICU Hospital Beds,1916
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-08,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-08,7-Day Average of Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-08,Acute Care Hospital Beds in Use,5833
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-08,Total Acute Care Hospital Beds,8132
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-08,Percent of Acute Care Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-08,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-09,ICU Hospital Beds in Use,1267
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-09,Total ICU Hospital Beds,1916
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-09,Percent of ICU Hospital Beds in Use,0.66
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-09,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-09,Acute Care Hospital Beds in Use,5782
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-09,Total Acute Care Hospital Beds,8132
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-09,Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-09,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-10,ICU Hospital Beds in Use,1242
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-10,Total ICU Hospital Beds,1906
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-10,Percent of ICU Hospital Beds in Use,0.65
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-10,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-10,Acute Care Hospital Beds in Use,5732
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-10,Total Acute Care Hospital Beds,8132
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-10,Percent of Acute Care Hospital Beds in Use,0.7
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-10,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-11,ICU Hospital Beds in Use,1221
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-11,Total ICU Hospital Beds,1871
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-11,Percent of ICU Hospital Beds in Use,0.65
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-11,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-11,Acute Care Hospital Beds in Use,5513
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-11,Total Acute Care Hospital Beds,8090
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-11,Percent of Acute Care Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-11,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-12,ICU Hospital Beds in Use,1252
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-12,Total ICU Hospital Beds,1886
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-12,Percent of ICU Hospital Beds in Use,0.66
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-12,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-12,Acute Care Hospital Beds in Use,6168
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-12,Total Acute Care Hospital Beds,8424
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-12,Percent of Acute Care Hospital Beds in Use,0.73
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-12,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-13,ICU Hospital Beds in Use,1263
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-13,Total ICU Hospital Beds,1886
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-13,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-13,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-13,Acute Care Hospital Beds in Use,6265
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-13,Total Acute Care Hospital Beds,8424
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-13,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-13,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-14,ICU Hospital Beds in Use,1272
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-14,Total ICU Hospital Beds,1884
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-14,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-14,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-14,Acute Care Hospital Beds in Use,6275
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-14,Total Acute Care Hospital Beds,8424
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-14,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-14,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-15,ICU Hospital Beds in Use,1268
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-15,Total ICU Hospital Beds,1884
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-15,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-15,7-Day Average of Percent of ICU Hospital Beds in Use,0.66
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-15,Acute Care Hospital Beds in Use,6240
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-15,Total Acute Care Hospital Beds,8424
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-15,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-15,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-16,ICU Hospital Beds in Use,1261
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-16,Total ICU Hospital Beds,1884
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-16,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-16,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-16,Acute Care Hospital Beds in Use,6246
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-16,Total Acute Care Hospital Beds,8424
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-16,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-16,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.73
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-17,ICU Hospital Beds in Use,1231
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-17,Total ICU Hospital Beds,1884
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-17,Percent of ICU Hospital Beds in Use,0.65
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-17,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-17,Acute Care Hospital Beds in Use,6116
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-17,Total Acute Care Hospital Beds,8424
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-17,Percent of Acute Care Hospital Beds in Use,0.73
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-17,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.73
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-18,ICU Hospital Beds in Use,1302
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-18,Total ICU Hospital Beds,1972
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-18,Percent of ICU Hospital Beds in Use,0.66
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-18,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-18,Acute Care Hospital Beds in Use,6088
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-18,Total Acute Care Hospital Beds,8568
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-18,Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-18,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.73
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-19,ICU Hospital Beds in Use,1329
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-19,Total ICU Hospital Beds,1972
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-19,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-19,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-19,Acute Care Hospital Beds in Use,6341
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-19,Total Acute Care Hospital Beds,8575
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-19,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-19,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-20,ICU Hospital Beds in Use,1362
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-20,Total ICU Hospital Beds,1972
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-20,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-20,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-20,Acute Care Hospital Beds in Use,6494
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-20,Total Acute Care Hospital Beds,8540
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-20,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-20,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-21,ICU Hospital Beds in Use,1367
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-21,Total ICU Hospital Beds,1972
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-21,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-21,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-21,Acute Care Hospital Beds in Use,6525
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-21,Total Acute Care Hospital Beds,8545
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-21,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-21,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-22,ICU Hospital Beds in Use,1360
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-22,Total ICU Hospital Beds,1972
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-22,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-22,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-22,Acute Care Hospital Beds in Use,6506
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-22,Total Acute Care Hospital Beds,8545
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-22,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-22,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-23,ICU Hospital Beds in Use,1351
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-23,Total ICU Hospital Beds,1972
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-23,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-23,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-23,Acute Care Hospital Beds in Use,6493
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-23,Total Acute Care Hospital Beds,8551
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-23,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-23,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-24,ICU Hospital Beds in Use,1324
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-24,Total ICU Hospital Beds,1972
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-24,Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-24,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-24,Acute Care Hospital Beds in Use,6309
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-24,Total Acute Care Hospital Beds,8551
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-24,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-24,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-25,ICU Hospital Beds in Use,1269
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-25,Total ICU Hospital Beds,1969
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-25,Percent of ICU Hospital Beds in Use,0.64
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-25,7-Day Average of Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-25,Acute Care Hospital Beds in Use,6168
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-25,Total Acute Care Hospital Beds,8533
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-25,Percent of Acute Care Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-25,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-26,ICU Hospital Beds in Use,1236
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-26,Total ICU Hospital Beds,1969
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-26,Percent of ICU Hospital Beds in Use,0.63
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-26,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-26,Acute Care Hospital Beds in Use,6045
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-26,Total Acute Care Hospital Beds,8533
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-26,Percent of Acute Care Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-26,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-27,ICU Hospital Beds in Use,1327
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-27,Total ICU Hospital Beds,1963
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-27,Percent of ICU Hospital Beds in Use,0.68
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-05-27,7-Day Average of Percent of ICU Hospital Beds in Use,0.67
